facing,price_per_sqft,BHK,Location,area_type,area_sqft,transaction_type,ready_to_move,furnishing_level,price_rs
54,3647.0,2.0,Jahangirabad Surat,1,687.0,1,1,0,4320000.0
98,2282.0,1.0,Dindoli Surat,2,719.0,1,0,0,1639999.9999999998
83,3611.0,1.0,Palanpur Gam Surat,1,420.0,0,1,0,2570000.0
25,2143.0,2.0,Masma Village Surat,1,1260.0,0,1,0,2700000.0
154,3067.0,3.0,Palanpur Surat,1,900.0,2,1,1,4600000.0
156,2844.0,2.0,Palanpur Surat,2,1266.0,2,1,0,3600000.0
97,2933.0,2.0,Palanpur Gam Surat,2,1125.0,2,1,1,3300000.0
54,2692.0,1.0,Dindoli Surat,1,434.0,1,1,0,2010000.0000000002
98,3254.0,2.0,Dindoli Surat,2,1045.0,2,1,0,3400000.0
59,3546.0,1.0,Adajan Surat,1,447.0,0,0,0,2850000.0
54,2948.0,3.0,Narthan Surat,1,1500.0,1,1,0,4420000.0
155,3707.0,2.0,Palanpur Surat,2,1295.0,2,1,0,4800000.0
154,2695.0,1.0,Dindoli Surat,1,428.0,1,1,0,1989999.9999999998
60,3509.0,2.0,Dindoli Surat,1,912.0,0,0,0,3200000.0
98,3286.0,3.0,Dindoli Surat,1,1600.0,1,1,0,4600000.0
54,2976.0,2.0,Althan Surat,1,700.0,1,1,0,3500000.0
54,2967.0,3.0,Narthan Surat,1,1500.0,1,1,0,4450000.0
54,3196.0,1.0,Jahangirabad Surat,2,751.0,2,1,0,2400000.0
54,2458.0,2.0,Dindoli Surat,1,815.0,1,1,0,2950000.0
98,2582.0,2.0,Dindoli Surat,2,1143.0,1,1,0,2950000.0
54,3681.0,3.0,Bamroli Surat,1,929.0,1,0,0,6220000.0
54,3749.0,3.0,Bamroli Surat,1,832.0,1,0,0,6940000.000000001
54,4240.0,3.0,Palanpur Surat,2,1651.0,1,1,0,7000000.0
60,3204.0,3.0,Dindoli Surat,1,1764.0,0,0,0,5650000.0
156,4251.0,2.0,Pal Surat,2,1351.0,1,0,0,5740000.0
54,3400.0,3.0,Palanpur Surat,1,925.0,1,0,0,5710000.0
54,4249.0,2.0,Palanpur Surat,1,721.0,1,0,0,5570000.0
54,3125.0,2.0,NavYug College Surat,1,1650.0,2,1,0,5000000.0
54,5903.0,2.0,Adajan Surat,2,847.0,2,1,0,5000000.0
97,9000.0,4.0,Varachha Main Road Surat,2,1000.0,2,1,0,9000000.0
54,2800.0,3.0,Dindoli Surat,1,1600.0,2,1,0,7000000.0
56,3989.0,5.0,Parvat Patiya Surat,1,1755.0,0,1,0,7000000.0
54,7353.0,3.0,Hajira Surat,1,850.0,2,1,0,7500000.0
19,3846.0,3.0,Surat Surat,2,1820.0,2,1,0,7000000.0
54,4333.0,2.0,Althan Surat,1,900.0,2,1,1,5200000.0
54,4250.0,3.0,Bhimrad Surat,2,1773.0,1,1,0,7540000.000000001
59,4210.0,3.0,Palanpur Surat,1,1030.0,0,1,0,7450000.0
98,3896.0,3.0,Palanpur Surat,2,1540.0,2,1,0,6000000.0
54,4860.0,2.0,Vesu Surat,2,1389.0,1,0,0,6750000.0
156,4257.0,2.0,Gauravpath Road Surat,1,665.0,2,0,0,5150000.0
56,2778.0,3.0,Narthan Surat,1,1800.0,0,0,0,5000000.0
156,4851.0,2.0,Vesu Surat,2,1389.0,1,0,0,6740000.000000001
54,5238.0,3.0,Piplod Surat,2,1050.0,2,1,0,5500000.0
54,3851.0,2.0,Althan Surat,2,1305.0,1,0,0,5030000.0
54,3771.0,2.0,Palanpur Surat,2,1326.0,2,1,0,5000000.0
54,3500.0,2.0,Godadara Surat,2,1445.0,1,0,0,5060000.0
54,3486.0,3.0,Jahangirabad Surat,2,1750.0,1,1,0,6100000.0
99,3846.0,2.0,Pal Surat,2,1326.0,2,1,0,5100000.0
156,4200.0,2.0,Palanpur Surat,2,1209.0,1,1,0,5080000.0
156,3129.0,3.0,Pal Surat,2,1630.0,2,1,0,5100000.0
54,4471.0,3.0,Adajan Surat,2,1767.0,2,1,0,7900000.0
156,4550.0,3.0,Pal Surat,1,1250.0,2,1,1,9100000.0
54,4956.0,3.0,Piplod Surat,1,1105.0,2,1,0,8450000.0
54,3988.0,2.0,Citylight Area Surat,2,1354.0,2,1,0,5400000.0
54,2800.0,3.0,Dindoli Surat,2,1900.0,1,0,0,5320000.0
156,3973.0,2.0,Palanpur Surat,2,1320.0,1,0,0,5240000.0
19,4114.0,3.0,Parley Point Surat,1,1450.0,2,1,0,7200000.0
60,6031.0,2.0,Vesu Surat,2,1310.0,2,1,0,7900000.0
83,9900.0,2.0,Adajan Surat,1,80.0,0,1,0,9900000.0
54,4299.0,3.0,Palanpur Surat,2,1861.0,1,0,0,8000000.0
54,4179.0,2.0,sanctum Surat,2,1340.0,2,1,1,5600000.0
154,13393.0,2.0,Adajan Surat,1,1500.0,2,1,1,7500000.0
98,4888.0,3.0,Vesu Surat,1,935.0,1,1,0,8309999.999999999
56,4070.0,2.0,Althan Surat,1,701.0,0,1,0,5190000.0
54,4242.0,2.0,Pal Surat,2,1650.0,2,1,0,7000000.0
54,4385.0,2.0,Parley Point Surat,1,850.0,2,1,1,5700000.0
54,4271.0,2.0,Pal Surat,2,1206.0,1,0,0,5150000.0
-1,4364.0,3.0,Adajan Surat,2,1375.0,0,1,0,6000000.0
60,4348.0,2.0,Piplod Surat,2,1380.0,2,1,1,6000000.0
12,5503.0,4.0,Kamrej Char Rasta Surat,2,945.0,2,1,1,5200000.0
99,3946.0,2.0,Nana Varachha Surat,2,1267.0,2,1,0,5000000.0
54,7905.0,3.0,Kamrej Surat,1,160.0,2,1,0,7400000.0
154,3846.0,3.0,Adajan Surat,1,1820.0,1,1,0,7000000.0
54,5217.0,3.0,Parley Point Surat,1,1425.0,2,1,0,9000000.0
54,8571.0,2.0,Morarji Nagar Surat,2,700.0,2,1,0,6000000.0
0,4193.0,2.0,Kamrej Road Surat,1,1800.0,0,1,0,7850000.0
54,5926.0,2.0,Piplod Surat,2,1350.0,2,1,0,8000000.0
59,4365.0,3.0,Green Park Society Surat,1,800.0,0,1,0,5500000.0
99,9630.0,3.0,darpan row house Surat,2,82.0,2,1,0,8500000.0
83,4121.0,3.0,Silver Spring Appartment Surat,1,1500.0,2,1,0,7500000.0
22,3487.0,4.0,Amroli Surat,2,1950.0,2,1,0,6800000.0
98,5000.0,2.0,Athawa Lines Surat,1,1450.0,2,1,0,6500000.0
12,3438.0,2.0,Olpad Sayan Road Surat,2,1600.0,2,1,1,5500000.0
173,4056.0,4.0,Dindoli Surat,2,1775.0,2,1,1,7200000.0
54,4000.0,4.0,Rajworld Residency Surat,1,1650.0,2,1,1,9000000.0
12,12726.0,1.0,Rustampura Surat,2,73.0,2,1,0,10000000.0
19,4167.0,3.0,Surat City Surat,2,1800.0,2,1,1,7500000.0
54,4611.0,3.0,Althan Surat,1,1048.0,2,1,0,8600000.0
54,112500.0,3.0,Jahangirabad Surat,1,72.0,1,1,0,8100000.0
19,3548.0,3.0,Kailash Nagar Surat,2,1550.0,2,1,0,5500000.0
83,3567.0,3.0,Parley Point Surat,1,1300.0,2,1,0,5350000.0
97,4413.0,2.0,Nanpura Surat,1,385.0,2,1,0,8300000.0
54,11299.0,8.0,Aman Nagar Surat,2,74.0,2,1,1,9000000.0
19,8454.0,3.0,Vesu Surat,2,970.0,2,1,0,8200000.0
22,2910.0,4.0,Bhestan Surat,2,1890.0,2,1,0,5500000.0
156,4857.0,3.0,Suryoday complex Adajan Surat,2,1750.0,2,1,0,8500000.0
19,5455.0,3.0,Mota Varachha Surat,2,1650.0,2,1,0,9000000.0
0,6250.0,1.0,magaj row house Surat,1,1200.0,0,1,0,7500000.0
12,10000.0,2.0,Katargam Surat,2,100.0,2,1,1,9000000.0
19,3947.0,4.0,Adajan Surat,2,1900.0,2,1,1,7500000.0
56,4815.0,4.0,Shomeshwer Nagar 1 Surat,1,1600.0,0,1,0,7800000.0
12,6297.0,2.0,Althan Surat,1,1191.0,2,1,0,7500000.0
19,5556.0,3.0,Pal Surat,2,1350.0,2,1,0,7500000.0
12,5000.0,3.0,Adajan Surat,2,1450.0,2,1,1,7250000.0
0,4750.0,3.0,Adajan Surat,2,2000.0,0,1,0,9500000.0
97,4243.0,3.0,Adajan Surat,2,2121.0,2,1,0,9000000.0
26,3333.0,10.0,Bombay Market Surat,2,3000.0,2,1,0,10000000.0
54,4052.0,2.0,Althan Surat,2,1276.0,1,1,0,5170000.0
54,6587.0,2.0,Udhna Surat,2,1260.0,2,1,0,8300000.0
12,125000.0,4.0,Society Surat,2,80.0,2,1,1,10000000.0
12,5278.0,4.0,Jahangir Pura Surat,1,1800.0,0,1,0,9500000.0
-1,10000.0,1.0,Pal Gam Surat,2,630.0,0,1,0,6300000.0
60,7143.0,3.0,Dindoli Surat,2,840.0,2,1,0,6000000.0
12,9524.0,4.0,Katargam Surat,2,840.0,0,1,0,8000000.0
154,5381.0,3.0,Anmol row house Surat,2,1115.0,2,1,0,6000000.0
12,7292.0,2.0,Jahangirabad Surat,2,960.0,2,1,0,7000000.0
54,3101.0,3.0,Haldharu Surat,2,1935.0,2,1,0,6000000.0
-1,4750.0,4.0,Pandesara Surat,2,2000.0,0,1,0,9500000.0
83,4.0,1.0,Jahangir Pura Surat,2,84.0,2,1,0,9180000.0
0,6250.0,2.0,Lambe Hanuman Road Surat,1,700.0,0,1,0,5000000.0
56,4321.0,4.0,SOMESHWER nagar 1 Bhestan Surat,1,1620.0,0,1,0,7000000.0
19,3823.0,3.0,Sarthana Jakat Naka Surat,2,1831.0,2,1,1,7000000.0
12,7564.0,2.0,Umra Surat,1,625.0,2,1,0,5000000.0
-1,2643.0,3.0,Dindoli Surat,2,2100.0,0,0,0,5550000.0
12,3333.0,2.0,Palanpur Surat,2,1500.0,2,1,1,5000000.0
12,4929.0,3.0,Rajlaxmi heights Surat,2,1623.0,2,1,0,8000000.0
22,7500.0,5.0,Paras Chowk Surat,1,1000.0,0,1,0,7500000.0
-1,8182.0,2.0,Piplod Surat,2,1100.0,0,1,0,9000000.0
54,3455.0,4.0,Vishvanagar society Surat,2,1650.0,2,1,1,5700000.0
12,12121.0,2.0,Pal Surat,2,55.0,2,1,1,6000000.0
19,3492.0,3.0,Uttran Surat,2,1661.0,2,1,0,5800000.0
-1,1700.0,7.0,Katargam Surat,2,3000.0,0,1,0,5100000.0
12,4857.0,3.0,Lal Gate Surat,2,1050.0,2,1,0,5100000.0
12,15079.0,2.0,31 sai nagar society bharthana jakatnaka near shyam mandir VIP road surat Surat,1,630.0,0,1,0,9500000.0
19,5312.0,2.0,Palan Pur Patiya Surat,2,1600.0,2,1,1,8500000.0
98,3492.0,3.0,Pal Surat,2,1575.0,2,1,0,5500000.0
-1,5500.0,3.0,Vesu Surat,2,1770.0,0,0,0,9740000.0
12,13788.0,2.0,Parvat Gam Surat,2,660.0,2,1,1,9100000.0
83,4375.0,3.0,vasty residancy Surat,1,1680.0,2,1,0,7000000.0
155,4237.0,2.0,Kailash Nagar Surat,2,1180.0,2,1,0,5000000.0
27,4286.0,7.0,Palanpur Jakatnaka Surat,2,2100.0,0,1,0,9000000.0
13,4549.0,2.0,Ghod Dod Road Surat,2,1275.0,2,1,0,5800000.0
19,3871.0,3.0,happy home Nakshtra Surat,1,980.0,2,1,0,6700000.0
12,4044.0,2.0,Sai Heights Surat,2,1261.0,2,1,0,5100000.0
111,2355.0,3.0,Dindoli Surat,1,1800.0,0,0,0,5650000.0
12,4062.0,2.0,Udhana Surat,2,1600.0,2,1,0,6500000.0
19,4947.0,3.0,Limbayat Surat,2,1415.0,2,1,0,7000000.0
19,4250.0,3.0,Shiv dhara apartment Surat,2,2000.0,2,1,1,8500000.0
22,5882.0,4.0,Mahalaxmi Society Surat,2,850.0,2,1,1,5000000.0
22,6000.0,4.0,Narthan Surat,2,1000.0,2,1,0,6000000.0
19,5000.0,3.0,Nanpura Surat,2,1200.0,2,1,0,6000000.0
54,3265.0,3.0,Dindoli Surat,2,1700.0,2,1,1,5550000.0
83,14286.0,4.0,Godadara Surat,1,420.0,0,1,0,6000000.0
12,5786.0,6.0,Parvat Patia Gaon Surat,2,1400.0,2,1,0,8100000.0
12,5556.0,2.0,Adajan Gam Surat,2,1350.0,2,1,1,7500000.0
32,3472.0,9.0,Udhana Surat,2,2592.0,2,1,0,9000000.0
12,6316.0,2.0,Bhatar Surat,2,950.0,2,1,0,6000000.0
22,8772.0,4.0,Godadara Surat,2,912.0,2,1,0,8000000.0
-1,3472.0,6.0,Citylight Area Surat,2,240.0,0,1,0,7500000.0
50,13889.0,3.0,Paswanath Nagar Society Surat,2,504.0,0,1,0,7000000.0
-1,3472.0,3.0,Olpad Surat,2,160.0,0,1,0,5000000.0
12,3288.0,2.0,Surat,1,1150.0,2,1,0,6000000.0
19,4023.0,3.0,Jahangirabad Surat,2,1740.0,2,1,1,7000000.0
22,2714.0,4.0,Begampura Surat,2,3500.0,2,1,0,9500000.0
156,3091.0,3.0,Piplod Surat,2,1650.0,1,1,0,5100000.0
19,3120.0,3.0,Aagam appartment Surat,1,2600.0,2,1,0,7800000.0
12,5143.0,2.0,Shreeji vihar adajan Surat,2,1750.0,2,1,0,9000000.0
54,4114.0,2.0,Athwa Surat,1,1050.0,2,1,0,7200000.0
-1,4885.0,3.0,Althan Canal Road Surat,2,1740.0,0,0,0,8500000.0
12,7778.0,2.0,Bhatpore Surat,2,900.0,2,1,1,7000000.0
97,9259.0,2.0,Nanavat Surat,2,864.0,2,1,1,8000000.0
60,5285.0,3.0,Surat,1,970.0,2,1,0,5100000.0
59,4549.0,2.0,Ghod Dod Road Surat,1,1050.0,2,1,0,5800000.0
54,4297.0,2.0,Adajan Surat,2,1280.0,2,1,1,5500000.0
12,8600.0,2.0,Chikuwadi Surat,2,1000.0,2,1,1,8600000.0
155,1375.0,2.0,Bardoli Surat,1,4000.0,1,1,0,5500000.0
1,4659.0,2.0,Pal Gam Surat,2,1395.0,2,1,1,6500000.0
54,4049.0,5.0,Sarsana Surat,2,1235.0,2,1,1,5000000.0
19,4862.0,3.0,Nanpura Surat,2,1851.0,2,1,0,9000000.0
19,5089.0,3.0,Pal Surat,2,1965.0,2,1,0,10000000.0
83,3409.0,3.0,new suncity appartment Surat,2,2200.0,2,1,1,7500000.0
173,3609.0,3.0,Palanpur Gam Surat,1,927.0,2,1,0,5200000.0
19,4857.0,3.0,Citylight Area Surat,2,1750.0,2,1,0,8500000.0
19,3333.0,3.0,VIP Road Vesu Surat,2,2400.0,2,1,1,8000000.0
22,17708.0,3.0,Kosad Surat,2,480.0,2,1,0,8500000.0
12,7471.0,2.0,Pal Surat,2,870.0,2,1,1,6500000.0
12,7273.0,2.0,Shyam mandir vesu  phase 2 Surat,2,1100.0,2,1,0,8000000.0
12,4222.0,2.0,Pal Surat,2,1208.0,2,1,0,5100000.0
12,4800.0,2.0,Parvat Patiya Surat,2,1250.0,2,1,1,6000000.0
-1,3571.0,2.0,Athwa Surat,2,1400.0,2,1,0,5000000.0
12,5000.0,2.0,Diwali Baugh Athwagate Surat Surat,1,900.0,2,1,0,5000000.0
54,5079.0,4.0,Kamrej Surat,1,1575.0,2,1,0,8000000.0
12,4615.0,2.0,Ghod Dod Road Surat,2,1300.0,2,1,1,6000000.0
83,7407.0,4.0,Bhestan Surat,1,1080.0,0,1,0,8000000.0
12,6198.0,2.0,Althan Surat,2,1210.0,2,1,0,7500000.0
12,3274.0,3.0,Udhna Surat,2,1680.0,2,1,0,5500000.0
54,3400.0,4.0,Surat,1,2500.0,2,0,0,8500000.0
12,4750.0,5.0,Pandesara Surat,2,2000.0,0,1,0,9500000.0
-1,3667.0,3.0,Kamrej Surat,2,1936.0,0,1,0,7100000.0
56,11624.0,3.0,Godadara Surat,1,540.0,2,1,1,6800000.0
-1,6880.0,3.0,Pal Surat,2,1450.0,0,1,0,9980000.0
12,9589.0,3.0,Avsar bungalow kamrej Surat,1,730.0,0,1,0,7000000.0
54,4737.0,5.0,Udhana Surat,2,1900.0,2,1,0,9000000.0
19,3226.0,3.0,Sachin Surat,2,1550.0,2,1,1,5000000.0
19,5867.0,3.0,Adajan Surat,2,1500.0,2,1,0,8800000.0
54,3179.0,3.0,Dindoli Surat,1,1000.0,2,1,1,5680000.0
56,2444.0,4.0,Ichchhapor Surat,1,2250.0,0,1,0,5500000.0
12,6250.0,3.0,Ghod Dod Road Surat,2,1600.0,2,1,0,10000000.0
59,4200.0,3.0,Ratan Shyam Surat,2,1891.0,2,1,0,7940000.000000001
12,5000.0,3.0,Citylight Area Surat,2,1500.0,0,0,0,7500000.0
12,3667.0,2.0,Surat,1,1000.0,2,1,0,5500000.0
19,3557.0,3.0,Parley Point Surat,2,1968.0,2,1,0,7000000.0
54,5207.0,2.0,Althan Surat,1,710.0,2,1,0,6300000.0
0,7182.0,3.0,LP Savani Surat,2,1100.0,0,1,0,7900000.0
12,7500.0,2.0,Adajan Surat,2,800.0,2,1,0,6000000.0
19,2826.0,3.0,Sagrampura Surat,1,1700.0,2,1,0,6500000.0
-1,4343.0,3.0,Althan Surat,2,1773.0,0,0,0,7700000.0
156,4789.0,3.0,Vesu Surat,2,1775.0,2,1,0,8500000.0
12,4701.0,2.0,Umra Surat,2,1170.0,2,1,0,5500000.0
19,4242.0,3.0,Althan Surat,2,1650.0,2,1,0,7000000.0
19,4854.0,3.0,Pal Gam Surat,2,1854.0,2,1,0,9000000.0
12,6000.0,3.0,Khatodra Wadi Surat,1,1500.0,0,1,0,9000000.0
118,3466.0,3.0,Surat,1,78.0,2,1,1,5000000.0
19,88889.0,3.0,Adajan Surat,2,90.0,2,1,0,8000000.0
54,4615.0,3.0,Adarsh Society Surat,2,1300.0,2,1,1,6000000.0
-1,2222.0,2.0,Kim Surat,2,300.0,0,0,0,6000000.0
98,2727.0,3.0,Bhestan Surat,2,2200.0,2,1,0,6000000.0
19,6849.0,3.0,Adajan Surat,2,1095.0,2,1,1,7500000.0
155,4422.0,3.0,Saroli Surat,1,920.0,2,1,0,6500000.0
155,3837.0,3.0,Sai Pujya Apts Surat,1,1850.0,2,1,0,8500000.0
19,4497.0,3.0,Katar Gam Surat,2,1890.0,2,1,0,8500000.0
12,6494.0,2.0,Pandesara Surat,1,770.0,0,1,0,5000000.0
19,10714.0,5.0,Ichchhapor Surat,2,560.0,2,1,0,6000000.0
60,4365.0,2.0,Adajan Surat,1,880.0,2,1,0,5500000.0
83,5398.0,2.0,Piplod Surat,2,1167.0,2,1,0,6300000.0
12,3869.0,4.0,Dindoli Surat,2,1680.0,2,1,1,6500000.0
12,4167.0,3.0,City light Road Surat,1,1000.0,2,1,1,5000000.0
-1,6000.0,3.0,Masma Surat,2,900.0,0,1,0,5400000.0
-1,8772.0,4.0,Godadara Surat,2,912.0,0,1,0,8000000.0
83,4049.0,2.0,Ghod Dod Road Surat,2,1235.0,2,1,0,5000000.0
-1,5511.0,2.0,Dandi Road Surat,2,125.0,0,1,0,6200000.0
97,4706.0,3.0,Surbhi Apartment Surat,1,1200.0,2,1,0,8000000.0
56,4373.0,2.0,Citylight Area Surat,2,1715.0,2,1,0,7500000.0
0,7692.0,3.0,Singanpor Surat,2,650.0,2,1,1,5000000.0
54,6328.0,3.0,Jamna Nagar  Surat,1,1220.0,2,1,0,9650000.0
163,3571.0,3.0,Surat,2,1400.0,2,1,0,5000000.0
12,5268.0,3.0,Vesu Surat,2,1621.0,2,1,1,8540000.0
22,4571.0,3.0,Adajan Surat,2,1750.0,2,1,0,8000000.0
83,200000.0,2.0,Meera Nagar Surat,1,16.0,0,1,0,10000000.0
54,3409.0,3.0,Kamrej Surat,2,2200.0,2,1,1,7500000.0
12,5926.0,2.0,Piplod Surat,1,1080.0,2,1,0,8000000.0
54,9211.0,4.0,Amroli Surat,2,760.0,2,1,0,7000000.0
19,2849.0,3.0,Kamrej Road Surat,2,312.0,1,1,1,8000000.0
29,3036.0,8.0,Olpad Sayan Road Surat,2,2800.0,2,1,1,8500000.0
12,3611.0,3.0,Adajan Surat,2,1800.0,2,1,1,6500000.0
97,5389.0,5.0,Singanpor Surat,1,1700.0,2,1,0,9700000.0
156,4604.0,2.0,Citylight Area Surat,2,1325.0,2,1,0,6100000.0
59,9615.0,2.0,LP Savani Surat,1,104.0,0,1,0,9000000.0
0,11549.0,2.0,Dabholi Surat,1,1600.0,0,1,0,8500000.0
154,5181.0,3.0,Astoria Greens Surat,1,1600.0,2,1,0,5000000.0
56,8421.0,3.0,Dindoli Surat,1,950.0,0,1,0,8000000.0
-1,4938.0,4.0,Adajan Surat,2,180.0,0,1,0,8000000.0
54,4689.0,3.0,Katar Gam Surat,2,1493.0,1,1,0,7000000.0
83,76577.0,2.0,Amroli Surat,1,77.0,2,1,0,8500000.0
22,6111.0,4.0,Saroli Surat,2,100.0,2,1,0,5500000.0
156,4361.0,3.0,Bhimrad Surat,1,1000.0,2,1,1,7200000.0
83,3250.0,5.0,Bhestan Surat,2,2000.0,0,1,0,6500000.0
1,4938.0,3.0,Adajan Surat,2,1620.0,2,1,1,8000000.0
19,5411.0,3.0,Piplod Surat,2,1571.0,2,1,1,8500000.0
56,6000.0,3.0,Saniya Hemad Surat,1,1000.0,1,1,1,6000000.0
19,4839.0,3.0,Vesu Surat,2,1860.0,1,1,0,9000000.0
19,3655.0,3.0,Sarthana Jakat Naka Surat,1,1200.0,2,1,0,7000000.0
12,4294.0,3.0,Pal Surat,1,840.0,2,1,0,5990000.0
19,3663.0,3.0,Palanpur Gam Surat,2,1638.0,2,1,0,6000000.0
59,4755.0,2.0,Piplod Surat,2,1325.0,2,1,1,6300000.0
12,4400.0,2.0,Dumas Road Surat,2,1250.0,0,1,0,5500000.0
173,10000.0,1.0,Dabholi Surat,1,1500.0,2,1,0,7500000.0
156,5000.0,3.0,Mota Varachha Surat,2,1650.0,1,1,0,8250000.0
19,3571.0,3.0,Vyara Surat,2,1540.0,2,1,0,5500000.0
-1,1.0,2.0,Majura Gate Surat,1,90.0,0,0,0,5000000.0
97,5455.0,2.0,Ambica Niketan Surat,1,900.0,1,1,0,6000000.0
173,4091.0,6.0,Uttran Surat,2,2200.0,2,1,0,9000000.0
19,4592.0,3.0,Bhimrad Surat,2,1851.0,0,0,0,8500000.0
54,4800.0,2.0,Parley Point Surat,1,1060.0,1,1,0,6000000.0
54,3937.0,3.0,Adajan Surat,1,1200.0,2,1,1,6500000.0
173,3778.0,2.0,Adajan Surat,2,1800.0,2,1,0,6800000.0
54,4185.0,3.0,Magdalla Surat,1,1056.0,2,1,1,6800000.0
56,3968.0,2.0,Vesu Surat,2,1260.0,2,1,0,5000000.0
98,4381.0,3.0,Anand Mahal Road Surat,1,1900.0,2,1,0,9200000.0
19,4444.0,3.0,Narthan Surat,2,1350.0,2,1,0,6000000.0
111,4789.0,2.0,Dandi Road Surat,1,800.0,0,1,0,5100000.0
12,11574.0,3.0,42 smit row house opp silicon flat parvat gam surat Surat,2,432.0,2,1,0,5000000.0
54,4380.0,2.0,Althan Surat,1,934.0,2,1,0,6000000.0
19,3832.0,4.0,Parvat Patiya Surat,2,2375.0,1,1,1,9100000.0
54,10802.0,3.0,Palanpur Jakatnaka Surat,1,1080.0,2,1,0,7000000.0
154,4106.0,4.0,Althan Surat,1,1374.0,2,1,1,8500000.0
1,4262.0,3.0,Vesu Surat,2,1525.0,2,1,1,6500000.0
156,4062.0,3.0,Vesu Surat,2,1600.0,2,1,0,6500000.0
19,3695.0,3.0,Bhatar Road Surat,2,1651.0,2,1,0,6100000.0
12,8025.0,3.0,Katargam Surat,1,750.0,0,1,0,6500000.0
19,4048.0,3.0,Mota Varachha Surat,1,990.0,0,1,0,8500000.0
19,10275.0,3.0,Parvat Patiya Surat,2,93.0,2,1,0,8600000.0
12,4167.0,3.0,Ghod Dod Road Surat,1,960.0,2,1,1,5000000.0
19,4040.0,3.0,Vesu Surat,1,1976.0,2,1,1,9200000.0
83,5310.0,4.0,Adajan Surat,1,1450.0,0,1,0,7700000.0
22,3118.0,3.0,Dindoli Surat,2,1764.0,2,1,1,5500000.0
156,4146.0,2.0,Althan Surat,2,1230.0,1,1,1,5100000.0
12,5217.0,3.0,Vesu Surat,2,1150.0,2,1,0,6000000.0
19,4615.0,3.0,Althan Surat,2,1300.0,2,1,0,6000000.0
19,6250.0,3.0,VIP Road Surat,2,1600.0,2,1,1,10000000.0
54,4351.0,2.0,Palanpur Surat,2,1351.0,1,0,0,5880000.0
173,4180.0,3.0,Pal Surat,1,1170.0,2,1,0,7900000.0
54,3915.0,3.0,Vadod Gam Surat,1,1512.0,1,0,0,5920000.0
54,4299.0,3.0,Palanpur Surat,2,1861.0,1,1,0,8000000.0
60,3315.0,3.0,Dindoli Surat,1,2142.0,0,0,0,7100000.0
54,4251.0,3.0,Pal Surat,2,1751.0,1,0,0,7440000.000000001
54,3450.0,3.0,Palanpur Surat,1,900.0,1,0,0,5610000.0
54,4291.0,2.0,Palanpur Surat,1,697.0,1,0,0,5450000.0
156,4123.0,2.0,Palanpur Gam Surat,1,950.0,2,1,0,5450000.0
54,8529.0,3.0,Hazira Road Surat,1,85.0,2,1,0,8700000.0
19,4121.0,3.0,Adajan Surat,2,1820.0,2,1,0,7500000.0
54,4554.0,3.0,Bhimrad Surat,2,1994.0,1,1,0,9080000.0
83,4300.0,2.0,Palanpur Gam Surat,1,700.0,0,1,0,5200000.0
156,3317.0,3.0,Palanpur Surat,2,1598.0,1,1,0,5300000.0
54,2708.0,4.0,Saroli Surat,2,2400.0,2,1,0,6500000.0
56,2406.0,3.0,Narthan Surat,1,2100.0,0,0,0,5050000.0
54,3851.0,3.0,Althan Surat,2,1757.0,1,0,0,6770000.0
156,3600.0,3.0,Godadara Surat,1,1085.0,1,0,0,7100000.0
54,3512.0,3.0,Jahangir Pura Surat,2,1680.0,1,1,0,5900000.0
60,12108.0,3.0,Adajan Surat,2,78.0,0,1,0,8500000.0
54,3551.0,3.0,Jahangirabad Surat,2,1644.0,1,1,0,5840000.0
156,2632.0,3.0,Jahangir Pura Surat,2,1900.0,2,1,0,5000000.0
54,4661.0,3.0,Adajan Surat,2,1845.0,2,1,0,8600000.0
54,4815.0,2.0,Palanpur Surat,1,715.0,2,1,0,6500000.0
54,4545.0,3.0,Pal Surat,2,1872.0,1,0,0,8510000.0
54,4545.0,3.0,Surya Complex Surat,2,1980.0,2,1,0,9000000.0
61,5456.0,2.0,Olpad Surat,1,800.0,0,0,0,5500000.0
156,3692.0,3.0,Palanpur Surat,2,1625.0,2,1,0,6000000.0
98,5172.0,3.0,Parley Point Surat,1,1450.0,2,1,1,7500000.0
54,4403.0,2.0,Pal Surat,2,1290.0,1,0,0,5680000.0
54,4145.0,2.0,Palanpur Surat,2,1351.0,1,0,0,5600000.0
54,3158.0,4.0,Adajan Surat,2,1900.0,2,1,0,6000000.0
54,5000.0,3.0,Pal Surat,2,2000.0,2,1,0,10000000.0
97,3467.0,3.0,Palanpur Surat,1,1600.0,2,1,1,7800000.0
98,4860.0,3.0,Tha Grand Ultima Surat,1,904.0,1,1,0,7990000.000000001
156,3235.0,3.0,Palanpur Surat,2,1700.0,2,1,0,5500000.0
54,5484.0,3.0,Piplod Surat,1,1160.0,2,1,0,8500000.0
54,1620.0,5.0,Mandvi Surat,1,3000.0,2,1,0,8100000.0
54,4062.0,2.0,Althan Surat,2,1274.0,1,1,0,5180000.0
19,3153.0,3.0,Dindoli Surat,2,1800.0,2,1,1,5680000.0
19,4533.0,3.0,Athwa Surat,2,1500.0,2,1,0,6800000.0
54,4351.0,3.0,Palanpur Surat,2,1751.0,1,0,0,7620000.0
54,4035.0,2.0,Dumas Road Surat,1,750.0,1,0,0,5500000.0
54,4579.0,3.0,Pal Surat,1,1000.0,1,0,0,8700000.0
