facing,price_per_sqft,BHK,Location,area_type,area_sqft,transaction_type,ready_to_move,furnishing_level,price_rs
0,5625.0,2.0,Udhana Surat,2,800.0,0,1,0,4500000.0
19,4000.0,3.0,Amroli Surat,2,1050.0,2,1,1,4200000.0
0,3400.0,1.0,Vesu Surat,2,500.0,2,1,0,1700000.0
-1,5278.0,3.0,Masma Village Surat,2,100.0,0,1,0,4750000.0
12,3500.0,2.0,Althan Surat,2,1000.0,2,1,1,3500000.0
97,2769.0,1.0,Dholakiya garden Surat,1,650.0,2,1,0,1800000.0
0,2857.0,1.0,sumankala vesu surat Surat,1,660.0,2,1,0,2000000.0
0,2778.0,2.0,Kim Surat,1,300.0,0,1,0,1200000.0
-1,3314.0,2.0,Ankur heights Surat,2,1207.0,0,1,0,4000000.0
0,3535.0,2.0,Adajan Surat,1,900.0,2,1,1,3500000.0
12,4800.0,2.0,Adajan Surat,1,525.0,2,1,0,3000000.0
54,2429.0,4.0,Pal Surat,1,1450.0,2,1,0,3400000.0
0,1776.0,2.0,Sachin Surat,2,732.0,2,1,0,1300000.0
-1,2222.0,4.0,Maroli Surat,2,1800.0,0,1,0,4000000.0
0,2687.0,2.0,Varachha Surat,2,670.0,2,1,1,1800000.0
12,2288.0,2.0,Vyara Surat,2,918.0,2,1,0,2100000.0
56,2555.0,1.0,Kadodara Surat,1,26.0,0,1,0,1100000.0
12,3333.0,1.0,Bhestan Surat,2,450.0,2,1,0,1500000.0
12,3333.0,2.0,Adajan Surat,2,1050.0,2,1,0,3500000.0
0,3438.0,1.0,Masma Village Surat,2,480.0,2,1,0,1650000.0
0,2143.0,1.0,Katargam Surat,2,700.0,2,1,1,1500000.0
12,2480.0,3.0,Kosamba Surat,2,1250.0,0,1,0,3100000.0
0,2300.0,2.0,Dindoli Surat,2,800.0,2,1,1,1839999.9999999998
-1,4040.0,2.0,Jahangir Pura Surat,2,110.0,0,1,0,4000000.0
12,3106.0,2.0,Jahangir Pura Surat,2,1288.0,2,1,0,4000000.0
19,2032.0,4.0,Navagam Surat,1,1260.0,2,1,0,3200000.0
54,3234.0,2.0,Jahangir Pura Surat,2,1175.0,2,1,0,3800000.0
12,2976.0,2.0,Bhesan Surat,2,840.0,2,1,0,2500000.0
12,3750.0,3.0,Adajan Surat,2,1200.0,2,1,0,4500000.0
12,4364.0,2.0,Majura Gate Surat,2,1100.0,2,1,1,4800000.0
12,3385.0,2.0,Katargam Surat,2,960.0,2,1,0,3250000.0
173,7601.0,2.0,Dindoli Surat,1,592.0,2,1,0,4500000.0
0,6773.0,2.0,VR GROUP Surat,1,480.0,0,1,0,3250000.0
118,3466.0,3.0,Surat,1,78.0,2,1,1,5000000.0
54,3087.0,1.0,Umra Surat,2,460.0,2,1,0,1420000.0
56,194444.0,2.0,Dindoli Surat,2,18.0,2,1,0,3500000.0
0,1923.0,1.0,Bardoli Surat,2,650.0,2,1,0,1250000.0
12,3529.0,2.0,Palanpur Gam Surat,2,1275.0,2,1,0,4500000.0
12,2922.0,3.0,Adajan Surat,2,1540.0,2,1,0,4500000.0
0,3250.0,1.0,Punagam Surat,2,400.0,2,1,0,1300000.0
54,2637.0,2.0,Amroli Surat,1,900.0,2,1,1,2700000.0
1,2947.0,3.0,Amroli Surat,2,1527.0,2,1,0,4500000.0
0,3226.0,1.0,Athwa Gate Surat,2,620.0,2,1,1,2000000.0
12,3158.0,2.0,Amroli Surat,2,950.0,2,1,0,3000000.0
12,3158.0,2.0,Katargam Surat,2,950.0,2,1,0,3000000.0
-1,3266.0,1.0,Kadodara Surat,2,432.0,0,1,0,1410000.0
41,2791.0,2.0,Nagar Surat,2,1075.0,2,1,1,3000000.0
12,2348.0,3.0,Bhagal Surat,1,1150.0,2,1,0,2700000.0
12,2583.0,2.0,Sonifaliya Surat,2,1200.0,2,1,1,3100000.0
83,3814.0,2.0,Majura Gate Surat,2,1180.0,1,1,0,4500000.0
12,2609.0,2.0,Bhatar Road Surat,2,1150.0,2,1,0,3000000.0
12,6494.0,2.0,Pandesara Surat,1,770.0,0,1,0,5000000.0
83,2492.0,2.0,RUDRAKSHA PALACE Surat,2,1200.0,2,1,1,2990000.0
156,2545.0,1.0,Adajan Surat,2,550.0,2,1,0,1400000.0
1,3077.0,2.0,Choryasi Surat,2,1300.0,2,1,1,4000000.0
0,4861.0,1.0,Parley Point Surat,2,720.0,2,1,0,3500000.0
13,3538.0,2.0,Haripura Surat,2,650.0,2,1,1,2300000.0
173,3247.0,1.0,Adajan Surat,2,616.0,2,1,0,2000000.0
12,3333.0,2.0,Majura Gate Surat,2,750.0,2,1,0,2500000.0
12,3487.0,2.0,Gujrati Surat,1,600.0,2,1,1,3700000.0
0,2444.0,1.0,Velanja Surat,2,450.0,2,1,0,1100000.0
0,3333.0,1.0,Rander Road Surat,2,450.0,2,1,0,1500000.0
97,3545.0,2.0,ASHTVINAYAK RESIDENCY Surat,1,650.0,2,1,0,3900000.0
0,3000.0,1.0,Katargam Surat,2,700.0,2,1,1,2100000.0
83,2636.0,2.0,Laxmi Darshan Apparent Surat,1,700.0,2,1,0,2900000.0
12,2917.0,3.0,Kailash Nagar Surat,2,1200.0,2,1,1,3500000.0
12,3704.0,2.0,Olpad Surat,2,648.0,2,1,0,2400000.0
54,3000.0,1.0,Rander Surat,2,750.0,2,1,0,2250000.0
12,3013.0,3.0,Navagam Surat,2,863.0,2,1,0,2600000.0
156,2778.0,2.0,Society Surat,1,700.0,2,1,0,3000000.0
12,4167.0,3.0,City light Road Surat,1,1000.0,2,1,1,5000000.0
-1,231.0,2.0,tirupati soc ved road Surat,1,500.0,0,1,0,150000.0
83,4049.0,2.0,Ghod Dod Road Surat,2,1235.0,2,1,0,5000000.0
0,4667.0,1.0,Athwa Surat,2,750.0,2,1,1,3500000.0
59,2812.0,3.0,Bhestan Surat,1,1440.0,0,1,0,4050000.0
12,2922.0,4.0,makkaipool Surat,1,1250.0,2,1,1,4500000.0
83,2616.0,2.0,Ram Pura Surat,2,1250.0,2,1,1,3270000.0000000005
0,7692.0,3.0,Singanpor Surat,2,650.0,2,1,1,5000000.0
0,3818.0,1.0,Nanpura Surat,1,400.0,2,1,0,2100000.0
54,3182.0,2.0,Salabatura Surat,1,750.0,2,1,0,3500000.0
83,1061.0,1.0,Kosamba Surat,1,450.0,2,1,0,700000.0
12,2888.0,2.0,Variav Surat,2,1316.0,2,1,0,3800000.0
83,4179.0,3.0,Kosamba Surat,2,670.0,1,1,1,2800000.0
12,3333.0,2.0,prashwanath sankul Surat,2,1050.0,2,1,0,3500000.0
0,2333.0,1.0,Kamrej Surat,1,590.0,2,1,0,1750000.0
12,1462.0,2.0,Kosamba Surat,2,650.0,2,1,0,950000.0
-1,3600.0,2.0,Saroli Surat,2,1250.0,0,0,0,4500000.0
0,3462.0,2.0,Udhana Darwaja Surat,2,650.0,2,1,0,2250000.0
163,3571.0,3.0,Surat,2,1400.0,2,1,0,5000000.0
0,2375.0,1.0,Kailash Nagar Surat,2,400.0,2,1,0,950000.0
0,3308.0,1.0,Adajan Surat,2,650.0,2,1,0,2150000.0
0,3030.0,1.0,Hari Pura Surat,2,660.0,2,1,0,2000000.0
54,4159.0,1.0,Kamrej Surat,1,475.0,1,1,0,2350000.0
98,2667.0,2.0,Akshar enterprise intercity complex Dumbhal Surat,1,500.0,2,1,0,1600000.0
0,2444.0,2.0,Gopi Pura Surat,2,900.0,2,1,0,2200000.0
0,7460.0,1.0,Palanpur Gam Surat,2,630.0,0,1,0,4700000.0
0,2329.0,1.0,Mota Varachha Surat,2,730.0,2,1,0,1700000.0
154,3361.0,2.0,Utran Surat,1,850.0,2,1,1,4000000.0
0,3652.0,1.0,Pal Surat,2,575.0,2,1,0,2100000.0
0,2667.0,1.0,Kailash Nagar Surat,2,300.0,2,1,1,800000.0
54,3500.0,2.0,Swayam Residency Surat,2,1200.0,2,1,1,4200000.0
109,3635.0,2.0,Kim Surat,1,265.0,0,1,0,3600000.0
50,6726.0,2.0,Athawa Lines Surat,2,669.0,2,1,0,4500000.0
154,5181.0,3.0,Astoria Greens Surat,1,1600.0,2,1,0,5000000.0
54,3752.0,2.0,Bhatar Surat,1,1066.0,2,1,0,4000000.0
3,1661.0,2.0,Palsana Kadodara Highway Surat,2,753.0,2,1,1,1250000.0
0,2783.0,1.0,Rander Road Surat,2,575.0,2,1,0,1600000.0
83,3429.0,1.0,Palan Pur Patiya Surat,2,700.0,2,1,1,2400000.0
173,2667.0,2.0,Anand Mahal Road Surat,1,970.0,2,1,0,3200000.0
0,1818.0,1.0,Katar Gam Surat,2,550.0,2,1,1,1000000.0
12,2667.0,3.0,Kamrej char charasta  Surat,2,1500.0,1,1,0,4000000.0
83,2317.0,2.0,Nan Pura Surat,2,820.0,2,1,0,1900000.0
154,3077.0,3.0,Amroli Surat,2,1300.0,2,1,0,4000000.0
0,1562.0,3.0,Kailash Nagar Surat,2,1600.0,2,1,1,2500000.0
1,2514.0,1.0,Amroli Surat,2,716.0,2,1,1,1800000.0
12,3500.0,2.0,Nan Pura Surat,2,1000.0,2,1,0,3500000.0
54,2667.0,2.0,Parvat Patiya Surat,1,1000.0,2,1,1,2000000.0
12,3415.0,2.0,Adajan Surat,2,1025.0,2,1,1,3500000.0
-1,1080.0,2.0,Kim Surat,2,3240.0,0,1,0,3500000.0
0,2862.0,2.0,Adajan Surat,2,1380.0,2,1,0,3950000.0
-1,2300.0,3.0,Florence residence narthan Adajan Surat,2,1000.0,0,1,0,2300000.0
98,2714.0,1.0,indrajit Apartment near Milk Palace Surat,1,530.0,2,1,0,1900000.0
0,5357.0,2.0,Amroli Surat,2,840.0,0,1,0,4500000.0
-1,3625.0,1.0,Masma Surat,1,800.0,0,1,0,2900000.0
154,3009.0,1.0,Velanja Surat,2,432.0,1,1,0,1300000.0
54,4423.0,2.0,Katar Gam Surat,2,570.0,2,1,0,2520000.0
12,2353.0,2.0,L P Savani Surat,2,1190.0,2,1,0,2800000.0
12,2501.0,2.0,Kim Surat,2,700.0,2,1,0,1750000.0
99,3090.0,2.0,Adajan Surat,2,1084.0,2,1,1,3350000.0
0,2400.0,1.0,Palsana Surat,2,500.0,2,1,0,1200000.0
12,2522.0,2.0,divyam residency Surat,1,800.0,2,1,0,2950000.0
12,3000.0,2.0,Olpad Surat,1,650.0,1,1,0,2100000.0
-1,1.0,2.0,Majura Gate Surat,1,90.0,0,0,0,5000000.0
0,2607.0,1.0,Sagrampura Surat,2,710.0,2,1,1,1850000.0
0,3917.0,2.0,midium Surat,1,600.0,2,1,0,2350000.0
50,2500.0,2.0,Sumul Dairy Road Surat,2,1200.0,2,1,1,3000000.0
3,3067.0,3.0,Katargam Surat,2,1500.0,2,1,1,4600000.0
12,3333.0,2.0,Adajan Surat,1,1050.0,2,1,0,3500000.0
97,3333.0,2.0,Jahangir Pura Surat,1,485.0,2,1,0,2000000.0
60,2346.0,2.0,Kadodara Surat,1,650.0,2,1,0,1600000.0
0,2124.0,1.0,Amroli Surat,2,565.0,2,1,1,1200000.0
12,2791.0,2.0,Dahin Nagar Surat,2,1075.0,2,1,1,3000000.0
12,5894.0,2.0,Dindoli Surat,2,492.0,2,1,1,2900000.0
54,3333.0,2.0,Adajan Surat,1,1147.0,2,1,0,4000000.0
99,3203.0,2.0,Adajan Surat,2,1405.0,2,1,0,4500000.0
0,4857.0,1.0,Udhana Surat,2,350.0,2,1,0,1700000.0
0,4125.0,1.0,Amroli Surat,2,400.0,2,1,0,1650000.0
12,3500.0,3.0,Dindoli Surat,2,1200.0,2,1,0,4200000.0
54,2797.0,1.0,Athwa Gate Surat,1,715.0,2,1,1,2000000.0
0,2222.0,1.0,Varacha Surat,2,450.0,2,1,1,1000000.0
98,2759.0,1.0,Dabholi Surat,2,580.0,2,1,1,1600000.0
-1,4878.0,1.0,Dindoli Surat,2,615.0,0,1,0,3000000.0
173,4000.0,2.0,Piplod Surat,1,650.0,2,1,1,3400000.0
0,1455.0,2.0,Bardoli Surat,2,1100.0,2,1,0,1600000.0
0,1831.0,1.0,Kamrej Surat,2,710.0,2,1,0,1300000.0
0,1627.0,1.0,Pandesara Surat,2,799.0,2,1,1,1300000.0
12,2667.0,2.0,Varachha Main Road Surat,2,750.0,2,1,1,2000000.0
56,2253.0,1.0,Sachin Surat,2,466.0,2,1,1,1050000.0
12,3501.0,2.0,Piplod Surat,2,900.0,2,1,1,3150000.0
0,2750.0,2.0,Kim Surat,2,800.0,2,1,0,2200000.0
56,3968.0,2.0,Vesu Surat,2,1260.0,2,1,0,5000000.0
0,3000.0,1.0,Trikamnagar 1 Surat,2,500.0,2,1,1,1500000.0
173,2500.0,2.0,Katargam Surat,1,500.0,2,1,0,2250000.0
83,33081.0,2.0,Adajan Surat,1,650.0,2,1,1,2050000.0
83,3532.0,1.0,Jahangir Pura Surat,1,770.0,2,1,0,2720000.0
12,11574.0,3.0,42 smit row house opp silicon flat parvat gam surat Surat,2,432.0,2,1,0,5000000.0
22,3250.0,2.0,Rudra Residency Surat,1,800.0,0,1,0,2600000.0
0,2632.0,1.0,Gopi Pura Surat,1,551.0,2,1,1,1450000.0
54,3462.0,2.0,Pal Surat,2,1300.0,2,1,1,4500000.0
83,2571.0,2.0,Nan Pura Surat,2,1050.0,2,1,1,2700000.0
0,2500.0,1.0,Parvat Patiya Surat,2,800.0,2,1,0,2000000.0
0,3501.0,1.0,Palan Pur Patiya Surat,2,700.0,2,1,0,2450000.0
19,2917.0,3.0,Palanpur Surat,2,1200.0,2,1,0,3500000.0
0,1071.0,1.0,Palan Pur Patiya Surat,2,700.0,2,1,0,750000.0
60,2604.0,5.0,Dindoli Surat,1,1540.0,0,1,0,5000000.0
0,3571.0,4.0,Dindoli Surat,1,1260.0,0,1,0,4500000.0
0,6076.0,2.0,Amroli Surat,2,576.0,0,1,0,3500000.0
173,1167.0,2.0,Kim Surat,2,900.0,2,1,0,1050000.0
0,2604.0,2.0,Katar Gam Surat,1,960.0,2,1,0,2500000.0
19,3200.0,2.0,Vesu Surat,2,1250.0,2,1,0,4000000.0
54,2857.0,1.0,Nanpura Surat,1,625.0,1,1,1,2000000.0
54,2909.0,3.0,Muktanand Nagar Surat,1,900.0,1,1,1,3200000.0
98,2834.0,2.0,Pasodara Surat,1,635.0,2,1,0,2800000.0
155,3000.0,1.0,Parvat Patiya Surat,2,600.0,2,1,0,1800000.0
12,4167.0,3.0,Ghod Dod Road Surat,1,960.0,2,1,1,5000000.0
54,2708.0,2.0,Adajan Surat,2,960.0,2,1,0,2600000.0
54,4234.0,2.0,Godadara Surat,1,1050.0,2,1,0,2900000.0
54,11111.0,3.0,Kamrej Surat,1,315.0,1,1,0,3500000.0
154,2273.0,2.0,Palan Pur Patiya Surat,1,900.0,2,1,0,2500000.0
12,4091.0,2.0,Bhatar Surat,2,1100.0,2,1,1,4500000.0
98,1532.0,1.0,Jolva Surat,2,555.0,2,1,0,850000.0
0,2720.0,1.0,Rander Road Surat,2,625.0,2,1,0,1700000.0
12,3137.0,2.0,Adajan Surat,2,1275.0,2,1,0,4000000.0
54,2500.0,1.0,Nanpura Surat,2,400.0,2,1,0,1000000.0
12,3125.0,2.0,Ramnagar Surat,2,640.0,2,1,0,2000000.0
0,1918.0,2.0,Katargam Surat,2,730.0,0,0,0,1400000.0
12,3800.0,2.0,Bhatar Surat,2,1000.0,2,1,0,3800000.0
1,3143.0,2.0,Parvat Patiya Surat,2,700.0,2,1,1,2200000.0
12,2955.0,2.0,Jahangirabad Surat,2,1252.0,2,1,1,3700000.0
0,2486.0,2.0,Dumbhal Surat,2,925.0,2,1,1,2300000.0
12,3000.0,2.0,New citylight Surat,1,900.0,2,1,1,2700000.0
0,2000.0,1.0,Dabholi Surat,2,550.0,2,1,0,1100000.0
12,3182.0,2.0,Adajan Surat,2,1100.0,2,1,0,3500000.0
0,2667.0,2.0,Udhana Darwaja Surat,2,900.0,2,1,1,2400000.0
54,2533.0,2.0,Jahangirabad Surat,1,486.0,2,1,0,1900000.0
173,2878.0,3.0,Dindoli Surat,1,760.0,1,0,0,3970000.0000000005
54,3739.0,2.0,Jahangir Pura Surat,1,700.0,1,0,0,4300000.0
54,2854.0,3.0,Godadara Surat,2,1735.0,2,0,0,4950000.0
54,3507.0,1.0,Palanpur Surat,1,424.0,1,0,0,2850000.0
54,3371.0,2.0,Jahangirabad Surat,1,734.0,1,0,0,4500000.0
98,2444.0,1.0,Dindoli Surat,2,810.0,1,0,0,1980000.0
54,3009.0,2.0,Palsana Surat,2,648.0,1,1,0,1950000.0
54,2750.0,3.0,Jahangirabad Surat,1,1150.0,2,1,0,4400000.0
83,3999.0,2.0,Pal Gam Surat,1,691.0,0,1,0,4610000.0
156,4006.0,2.0,Althan Surat,2,1248.0,1,0,0,5000000.0
56,2446.0,2.0,Masma Village Surat,1,1100.0,0,0,0,2690000.0
155,2881.0,1.0,Vesu Surat,2,750.0,2,1,0,2160000.0
54,3682.0,2.0,Althan Surat,2,1168.0,1,1,0,4300000.0
155,3678.0,2.0,Surat Surat,2,1305.0,1,1,0,4800000.0
54,3750.0,2.0,Jahangirabad Surat,1,850.0,2,1,0,4500000.0
54,3600.0,2.0,Godadara Surat,1,688.0,1,0,0,4500000.0
98,2847.0,2.0,Palanpur Surat,2,1191.0,2,1,1,3390000.0
60,3648.0,1.0,Masma Village Surat,1,53.0,0,1,0,1750000.0
54,3350.0,2.0,Palanpur Surat,1,1233.0,1,1,0,4129999.9999999995
97,3692.0,2.0,Palanpur Surat,1,700.0,1,1,0,4800000.0
54,4167.0,2.0,Agam residensy Surat,2,1200.0,2,1,0,5000000.0
54,3900.0,2.0,Pal Surat,2,1205.0,2,1,0,4700000.0
54,4465.0,2.0,Palanpur Surat,1,1075.0,2,1,0,4800000.0
54,3574.0,2.0,Palanpur Surat,2,1175.0,2,1,0,4200000.0
54,3732.0,2.0,Palanpur Gam Surat,1,750.0,2,1,1,4850000.0
156,2909.0,2.0,Pal Surat,2,1100.0,2,1,0,3200000.0
154,3455.0,2.0,Adajan Surat,2,1100.0,2,1,0,3800000.0
54,2069.0,3.0,Jahangirabad Surat,1,950.0,2,1,0,3000000.0
155,2256.0,2.0,Katar Gam Surat,1,925.0,2,1,1,2200000.0
54,3182.0,2.0,Nagar Surat,1,700.0,2,1,1,3500000.0
-1,2154.0,1.0,Pandesara Surat,2,650.0,0,1,0,1400000.0
-1,1600.0,3.0,Palsana Surat,2,2000.0,0,1,0,3200000.0
-1,3412.0,2.0,shagun villa ishanpoor Olpad Sayan road Surat,1,800.0,0,1,0,2900000.0
54,3429.0,1.0,Suman ashish Surat,2,350.0,2,1,0,1200000.0
54,3542.0,3.0,Dandi Road Surat,1,600.0,2,1,0,4250000.0
54,2636.0,2.0,Udhna Surat,2,1100.0,2,1,0,2900000.0
156,3502.0,2.0,Pal Gam Surat,1,1050.0,2,1,0,4500000.0
97,3250.0,3.0,veer savarkar heights Surat,1,800.0,2,1,0,2600000.0
12,3423.0,2.0,laxmi homes Surat,1,610.0,2,1,0,3800000.0
12,2522.0,2.0,Jahangirpura Surat,2,1170.0,2,1,0,2950000.0
97,3796.0,4.0,Udhana Surat,1,1080.0,2,1,0,4100000.0
54,2963.0,1.0,Athwa Gate Surat,2,675.0,2,1,1,2000000.0
83,3333.0,2.0,NavYug College Surat,1,1050.0,2,1,0,3500000.0
98,2346.0,2.0,Kadodara Surat,2,682.0,2,1,0,1600000.0
19,3200.0,2.0,Vesu Surat,2,1250.0,2,1,0,4000000.0
54,2641.0,2.0,Dindoli Surat,1,659.0,1,1,0,3000000.0
54,2863.0,2.0,Godadara Surat,2,1275.0,2,0,0,3650000.0
54,3745.0,2.0,Palanpur Surat,1,690.0,1,1,0,4700000.0
2,3200.0,2.0,Palan Pur Patiya Surat,1,750.0,1,0,0,4220000.0
54,3083.0,2.0,Vanakala Surat,1,660.0,1,0,0,3700000.0
60,6688.0,2.0,Dindoli Surat,1,1050.0,0,0,0,3450000.0
173,3125.0,3.0,Palsana Surat,2,864.0,1,1,0,2700000.0
54,3659.0,1.0,Palan Pur Patiya Surat,1,425.0,1,1,0,2820000.0
83,3551.0,2.0,Adajan Surat,1,662.0,0,0,0,4280000.0
156,3651.0,2.0,Althan Surat,2,1241.0,1,0,0,4530000.0
56,1851.0,3.0,Olpad Sayan Road Surat,1,1000.0,0,0,0,1850000.0
56,3951.0,2.0,Althan Surat,1,680.0,1,1,0,4880000.0
54,2851.0,2.0,Jahangirabad Surat,2,1205.0,1,1,0,3440000.0
54,2412.0,2.0,Masma Village Surat,1,1200.0,2,1,0,3050000.0
83,2500.0,1.0,Parvat Patiya Surat,2,380.0,2,1,0,950000.0
156,3684.0,2.0,Pal Surat,2,1140.0,2,1,0,4200000.0
97,3435.0,2.0,Pal Surat,1,800.0,2,1,0,4500000.0
54,3309.0,2.0,Jahangirabad Surat,2,1360.0,1,0,0,4500000.0
54,3734.0,2.0,Pal Gam Surat,2,1205.0,2,1,1,4500000.0
54,3333.0,1.0,Palanpur Surat,2,750.0,2,1,0,2500000.0
54,3837.0,2.0,Pal Surat,1,780.0,2,1,0,4800000.0
54,3996.0,2.0,Pal Surat,2,1051.0,2,1,0,4200000.0
98,3000.0,2.0,Jahangir Pura Surat,2,1200.0,1,0,0,3600000.0
98,2378.0,2.0,Minaxi Wadi Surat,2,925.0,2,1,0,2200000.0
156,3477.0,2.0,Adajan Surat,1,1150.0,2,1,1,4450000.0
54,2700.0,2.0,Dindoli Surat,1,688.0,1,1,0,3200000.0
173,3751.0,2.0,Palanpur Surat,1,725.0,1,1,0,4690000.0
54,3206.0,3.0,Vanakala Surat,1,852.0,1,0,0,4970000.0
54,2691.0,2.0,Dindoli Surat,2,1170.0,1,0,0,3150000.0
54,2889.0,1.0,Palsana Surat,2,450.0,1,1,0,1300000.0
54,3846.0,1.0,Jahangirabad Surat,1,421.0,1,1,0,2950000.0
83,3951.0,2.0,Bamroli Surat,1,670.0,0,1,0,4780000.0
156,3251.0,2.0,Jahangirabad Surat,2,1280.0,1,0,0,4160000.0
56,2601.0,3.0,Masma Village Surat,1,1600.0,0,0,0,4160000.0
54,3143.0,2.0,Palanpur Surat,2,1050.0,2,1,0,3300000.0
60,3855.0,3.0,Masma Village Surat,2,111.0,0,0,0,3850000.0
54,4000.0,2.0,Pal Surat,2,1127.0,1,0,0,4510000.0
54,3616.0,2.0,Jahangirabad Surat,1,707.0,2,1,0,4410000.0
54,3926.0,2.0,Palanpur Surat,2,1248.0,2,1,0,4900000.0
60,4861.0,3.0,Masma Village Surat,2,80.0,0,1,0,3500000.0
54,2947.0,3.0,Narthan Surat,1,1500.0,1,1,0,4420000.0
54,3268.0,2.0,Surat Surat,1,1285.0,2,1,0,4200000.0
54,1621.0,3.0,Jahangirabad Surat,1,950.0,2,1,0,2350000.0
167,2768.0,2.0,Nagar Surat,2,1084.0,2,1,1,3000000.0
54,2689.0,2.0,Dindoli Surat,1,570.0,1,1,0,2640000.0
98,3951.0,2.0,Palanpur Surat,1,700.0,1,1,0,4700000.0
54,3550.0,2.0,Jahangirabad Surat,1,662.0,1,0,0,4280000.0
98,2691.0,3.0,Dindoli Surat,2,1381.0,1,0,0,3720000.0000000005
54,2544.0,3.0,Jahangirabad Surat,1,859.0,1,0,0,3900000.0
83,3171.0,2.0,Adajan Surat,1,700.0,0,0,0,3900000.0
156,3561.0,2.0,Althan Surat,2,1250.0,1,0,0,4450000.0
56,2500.0,2.0,Masma Village Surat,1,1120.0,0,0,0,2800000.0
54,3273.0,2.0,Jahangirabad Surat,2,1100.0,1,1,0,3600000.0
54,3351.0,1.0,Jahangirabad Surat,2,685.0,2,1,0,2300000.0
54,3556.0,2.0,Palanpur Surat,2,1125.0,2,1,1,4000000.0
54,3817.0,2.0,Palanpur Surat,2,1205.0,2,1,0,4600000.0
54,3500.0,2.0,Palanpur Surat,1,700.0,2,1,0,4200000.0
54,3167.0,2.0,Surat Surat,1,550.0,2,1,0,3800000.0
54,3200.0,2.0,Adajan Surat,2,1250.0,2,1,1,4000000.0
173,2676.0,2.0,Dindoli Surat,1,659.0,1,1,0,3040000.0
54,2933.0,3.0,Narthan Surat,1,1500.0,1,0,0,4400000.0
54,3300.0,2.0,Jahangirabad Surat,1,600.0,1,1,0,3340000.0
54,3204.0,2.0,Vanakala Surat,1,698.0,1,1,0,4070000.0000000005
54,2497.0,3.0,Dindoli Surat,2,1472.0,1,0,0,3679999.9999999995
54,2952.0,2.0,gail tower Surat,1,750.0,2,1,0,3100000.0
83,3999.0,2.0,Pal Gam Surat,1,620.0,0,1,0,4510000.0
54,3843.0,2.0,Bhimrad Surat,2,1275.0,1,0,0,4900000.0
56,2569.0,3.0,Masma Village Surat,1,1440.0,0,0,0,3700000.0
156,3048.0,2.0,Palanpur Surat,2,1050.0,2,1,0,3200000.0
54,3628.0,1.0,Jahangirabad Surat,2,685.0,1,1,0,2490000.0
173,2933.0,3.0,Palanpur Surat,2,1500.0,2,1,0,4400000.0
54,2508.0,1.0,Palanpur Surat,2,997.0,2,1,1,2500000.0
54,3684.0,2.0,LP Savani Surat,2,950.0,2,1,1,3500000.0
54,3241.0,1.0,Palanpur Surat,1,500.0,2,1,1,2350000.0
156,2551.0,1.0,Adajan Surat,2,980.0,2,1,0,2500000.0
173,2891.0,2.0,Dindoli Surat,1,582.0,1,1,0,3060000.0
54,3361.0,2.0,Jahangirabad Surat,1,700.0,1,1,0,4000000.0
54,3300.0,2.0,Jahangirabad Surat,1,732.0,1,1,0,4400000.0
98,2620.0,2.0,Dindoli Surat,2,1145.0,1,0,0,3000000.0
54,3377.0,2.0,Bhesan Gam Surat,1,635.0,1,1,0,3900000.0
83,3985.0,2.0,Althan Surat,1,640.0,0,1,0,4400000.0
56,2303.0,3.0,Masma Village Surat,1,1440.0,0,0,0,3320000.0000000005
54,2859.0,1.0,Palanpur Surat,2,997.0,2,1,1,2850000.0
54,3706.0,2.0,LP Savani Surat,2,950.0,2,1,1,3520000.0000000005
54,2941.0,3.0,Narthan Surat,1,1500.0,1,1,0,4410000.0
54,3417.0,2.0,Palanpur Surat,2,1200.0,2,1,0,4100000.0
54,2896.0,2.0,Dindoli Surat,1,600.0,1,1,0,3160000.0
54,2983.0,3.0,Masma Village Surat,1,1090.0,1,0,0,3250000.0
156,3600.0,1.0,Palanpur Gam Surat,1,420.0,1,1,0,2590000.0
156,3164.0,2.0,Jahangir Pura Surat,1,704.0,1,1,0,4050000.0
98,2650.0,3.0,Dindoli Surat,2,1645.0,1,0,0,4360000.0
54,2696.0,2.0,Jahangirabad Surat,1,747.0,2,1,1,3100000.0
83,3551.0,2.0,Jahangirabad Surat,1,700.0,0,1,0,4230000.0
56,2929.0,2.0,Masma Village Surat,1,864.0,0,0,0,2530000.0
54,3130.0,2.0,Jahangirabad Surat,2,1150.0,2,1,0,3600000.0
54,2276.0,2.0,Dindoli Surat,1,760.0,1,1,0,3300000.0
54,2229.0,2.0,Masma Village Surat,1,920.0,1,0,0,2050000.0
156,3700.0,2.0,Pal Surat,1,700.0,1,1,0,4340000.0
54,3087.0,2.0,Jahangirabad Surat,1,645.0,1,1,0,3640000.0
98,3507.0,1.0,dream home real estate Surat,2,813.0,1,0,0,2850000.0
54,3016.0,2.0,Jahangirabad Surat,1,706.0,1,0,0,3800000.0
83,3311.0,2.0,Jahangirabad Surat,1,800.0,0,0,0,4240000.0
56,3155.0,2.0,Masma Village Surat,1,1100.0,0,0,0,3470000.0000000005
54,3308.0,2.0,Palanpur Surat,2,1300.0,2,1,0,4300000.0
97,3220.0,2.0,Jahangirabad Surat,2,1180.0,2,1,1,3800000.0
173,2692.0,1.0,Dindoli Surat,1,434.0,1,1,0,2010000.0000000002
54,2834.0,3.0,Narthan Surat,1,1500.0,1,0,0,4250000.0
